"id","name","overall_status","first_trimester_status","second_trimester_status","third_trimester_status","delivery_status","summary","source_url"
"1659","SPIRAMYCINE","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données publiées chez les femmes enceintes exposées à spiramycine sont limitées et aucun effet malformatif n'est retenu à ce jour. En cas d'utilisation jusqu'à l'accouchement, une surveillance néonatale est recommandée en raison d'effets indésirables possibles chez le nouveau-né.","https://www.lecrat.fr/13448/"
"1660","SPIRONOLACTONE","CAUTION","SAFE","CAUTION","CAUTION","CAUTION","Le spironolactone est classé CAUTION en raison d'un profil de risque nécessitant des précautions spécifiques selon le terme de la grossesse. Au premier trimestre, les données disponibles sont rassurantes sur le plan malformatif, aucun effet tératogène n'étant retenu à ce jour. En cas d'utilisation en fin de grossesse, une surveillance néonatale est recommandée en raison d'effets possibles chez le nouveau-né.","https://www.lecrat.fr/11555/"
"1886","SUCRALFATE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1887","SULFAGUANIDINE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1661","SULFASALAZINE","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données publiées chez les femmes enceintes exposées à sulfasalazine sont très nombreuses et aucun effet malformatif n'est retenu à ce jour, y compris pour les expositions au premier trimestre.","https://www.lecrat.fr/10827/"
"1662","SULFIRAME","CAUTION","CAUTION","CAUTION","CAUTION","CAUTION","La classification CAUTION de sulfirame reflète des données insuffisantes en cours de grossesse pour permettre une évaluation complète du risque, en particulier au-delà du premier trimestre. Les données au premier trimestre sont limitées et ne permettent pas d'exclure formellement tout risque malformatif.","https://www.lecrat.fr/12788/"
"1663","SULPIRIDE","CAUTION","CAUTION","CAUTION","CAUTION","CAUTION","La classification CAUTION de sulpiride reflète des données insuffisantes en cours de grossesse pour permettre une évaluation complète du risque, en particulier au-delà du premier trimestre. Les données au premier trimestre sont limitées et ne permettent pas d'exclure formellement tout risque malformatif. En cas d'utilisation en fin de grossesse, une surveillance néonatale est recommandée en raison d'effets possibles chez le nouveau-né.","https://www.lecrat.fr/11994/"
"1888","SUMATRIPTANE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1889","SYNEPHRINE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1890","TAMOXIFENE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1665","TAMSULOSINE","CAUTION","CAUTION","CAUTION","CAUTION","CAUTION","La classification CAUTION de tamsulosine reflète des données insuffisantes en cours de grossesse pour permettre une évaluation complète du risque, en particulier au-delà du premier trimestre. Les données au premier trimestre sont limitées et ne permettent pas d'exclure formellement tout risque malformatif.","https://www.lecrat.fr/7685/"
"1666","TELMISARTAN","UNSAFE","SAFE","UNSAFE","UNSAFE","CAUTION","Telmisartan est classé UNSAFE car il est formellement contre-indiqué en cours de grossesse en raison d'effets délétères documentés sur le développement embryo-fœtal. Aux stades avancés de la grossesse, le risque de toxicité rénale fœtale est également documenté.","https://www.lecrat.fr/7398/"
"1891","TENONITROZOLE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1667","TERBINAFINE","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données publiées chez les femmes enceintes exposées à terbinafine sont nombreuses et aucun effet malformatif n'est retenu à ce jour, y compris pour les expositions au premier trimestre. Découverte d’une grossesse pendant le traitement la patiente quant au risque malformatif de la terbinafine quelle que soit sa voie d’administration.","https://www.lecrat.fr/10267/"
"1668","TERBUTALINE","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données publiées chez les femmes enceintes exposées à terbutaline sont très nombreuses et aucun effet malformatif n'est retenu à ce jour, y compris pour les expositions au premier trimestre. , les bêta-2 mimétiques peuvent entraîner, en particulier à fortes doses, une tachycardie fœtale et/ou néonatale parallèle à la tachycardie maternelle, ainsi que des perturbations de la glycémie néonatale en cas d’exposition avant l’accouchement.","https://www.lecrat.fr/8060/"
"1697","TESTOSTERONE","UNSAFE","UNSAFE","UNSAFE","UNSAFE","UNSAFE","La testostérone est tératogène et doit être évitée pendant toute la grossesse, notamment en raison de ses effets sur les fœtus féminins.","https://www.lecrat.fr/3147/"
"1664","TETANOS","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données disponibles avec tetanos en cours de grossesse sont très nombreuses, sans signal de risque malformatif significatif retenu à ce jour.","https://www.lecrat.fr/9640/"
"1892","TETRACAINE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1893","TETRACYCLINE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1894","TETRAHYDROZOLINE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1669","THEOPHYLLINE","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données publiées chez les femmes enceintes exposées à theophylline sont nombreuses et aucun effet malformatif n'est retenu à ce jour, y compris pour les expositions au premier trimestre. Sa demi-vie d’élimination plasmatique est longue, de l’ordre de 6,7 heures chez l’adulte et de 30 heures chez le nouveau-né.","https://www.lecrat.fr/4958/"
"1670","THIAMAZOLE","CAUTION","CAUTION","CAUTION","CAUTION","CAUTION","La classification CAUTION de thiamazole reflète des données insuffisantes en cours de grossesse pour permettre une évaluation complète du risque, en particulier au-delà du premier trimestre. Les données au premier trimestre sont limitées et ne permettent pas d'exclure formellement tout risque malformatif. En cas d'utilisation en fin de grossesse, une surveillance néonatale est recommandée en raison d'effets possibles chez le nouveau-né.","https://www.lecrat.fr/8685/"
"1895","THIAMPHENICOL","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1671","THIOCOLCHICOSIDE","CAUTION","CAUTION","CAUTION","CAUTION","CAUTION","La classification CAUTION de thiocolchicoside reflète des données insuffisantes en cours de grossesse pour permettre une évaluation complète du risque, en particulier au-delà du premier trimestre. Les données au premier trimestre sont limitées et ne permettent pas d'exclure formellement tout risque malformatif.","https://www.lecrat.fr/9127/"
"1672","TIANEPTINE","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données disponibles avec tianeptine en cours de grossesse sont limitées, sans signal de risque malformatif significatif retenu à ce jour.","https://www.lecrat.fr/12492/"
"1673","TIAPRIDE","CAUTION","CAUTION","CAUTION","CAUTION","CAUTION","La classification CAUTION de tiapride reflète des données insuffisantes en cours de grossesse pour permettre une évaluation complète du risque, en particulier au-delà du premier trimestre. Les données au premier trimestre sont limitées et ne permettent pas d'exclure formellement tout risque malformatif. En cas d'utilisation en fin de grossesse, une surveillance néonatale est recommandée en raison d'effets possibles chez le nouveau-né.","https://www.lecrat.fr/12029/"
"1896","TILBROQUINOL","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1897","TILIQUINOL","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1674","TIMOLOL","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données publiées chez les femmes enceintes exposées à timolol sont nombreuses et aucun effet malformatif n'est retenu à ce jour, y compris pour les expositions au premier trimestre.","https://www.lecrat.fr/7450/"
"1675","TINIDAZOLE","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données disponibles avec tinidazole en cours de grossesse sont limitées, sans signal de risque malformatif significatif retenu à ce jour. Son utilisation est possible tout au long de la grossesse lorsqu'elle est cliniquement justifiée, avec une surveillance adaptée lors de l'accouchement.","https://www.lecrat.fr/10416/"
"1898","TINZAPARINE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1676","TIOTROPIUM","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données disponibles avec tiotropium en cours de grossesse sont limitées, sans signal de risque malformatif significatif retenu à ce jour.","https://www.lecrat.fr/4928/"
"1677","TIXOCORTOL","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données disponibles avec tixocortol en cours de grossesse sont nombreuses, sans signal de risque malformatif significatif retenu à ce jour. Son utilisation est possible tout au long de la grossesse lorsqu'elle est cliniquement justifiée, avec une surveillance adaptée lors de l'accouchement.","https://www.lecrat.fr/5082/"
"1678","TOBRAMYCINE","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données disponibles avec tobramycine en cours de grossesse sont limitées (quelques cas seulement), sans signal de risque malformatif significatif retenu à ce jour. En cas de traitement prolongé ou répété, tenir compte de l’exposition in utero à la tobramycine lors du dépistage néonatal des troubles de l’audition (cf.","https://www.lecrat.fr/7735/"
"1899","TOLNAFTATE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1679","TOLTERODINE","CAUTION","CAUTION","CAUTION","CAUTION","CAUTION","La classification CAUTION de tolterodine reflète des données insuffisantes en cours de grossesse pour permettre une évaluation complète du risque, en particulier au-delà du premier trimestre. Les données au premier trimestre sont limitées et ne permettent pas d'exclure formellement tout risque malformatif.","https://www.lecrat.fr/11929/"
"1680","TRAMADOL","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données publiées chez les femmes enceintes exposées à tramadol sont très nombreuses et aucun effet malformatif n'est retenu à ce jour, y compris pour les expositions au premier trimestre. Aspect néonatal Le tramadol","https://www.lecrat.fr/4541/"
"1681","TRANDOLAPRIL","UNSAFE","SAFE","UNSAFE","UNSAFE","CAUTION","Trandolapril est classé UNSAFE car il est formellement contre-indiqué en cours de grossesse en raison d'effets délétères documentés sur le développement embryo-fœtal. Aux stades avancés de la grossesse, le risque de toxicité rénale fœtale est également documenté.","https://www.lecrat.fr/7344/"
"1682","TRAVOPROST","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données disponibles avec travoprost en cours de grossesse sont limitées, sans signal de risque malformatif significatif retenu à ce jour. Son utilisation est possible tout au long de la grossesse lorsqu'elle est cliniquement justifiée, avec une surveillance adaptée lors de l'accouchement.","https://www.lecrat.fr/9946/"
"1900","TRETINOINE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1683","TRIAMCINOLONE","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données publiées chez les femmes enceintes exposées à triamcinolone sont nombreuses et aucun effet malformatif n'est retenu à ce jour, y compris pour les expositions au premier trimestre. Un impact sur la surrénale fœtale et néonatale est en théorie possible avec tous les corticoïdes administrés à la mère par voie générale en fin de grossesse.","https://www.lecrat.fr/5000/"
"1684","TRIAMTERENE","CAUTION","CAUTION","CAUTION","CAUTION","CAUTION","La classification CAUTION de triamterene reflète des données insuffisantes en cours de grossesse pour permettre une évaluation complète du risque, en particulier au-delà du premier trimestre. Les données au premier trimestre sont limitées et ne permettent pas d'exclure formellement tout risque malformatif.","https://www.lecrat.fr/7422/"
"1901","TRICHLOCARBAN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1902","TRICLOSAN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1685","TRIHEXYPHENIDYLE","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données disponibles avec trihexyphenidyle en cours de grossesse sont limitées, sans signal de risque malformatif significatif retenu à ce jour.","https://www.lecrat.fr/10183/"
"1686","TRIMEBUTINE","CAUTION","CAUTION","CAUTION","CAUTION","CAUTION","La classification CAUTION de trimebutine reflète des données insuffisantes en cours de grossesse pour permettre une évaluation complète du risque, en particulier au-delà du premier trimestre. Les données au premier trimestre sont limitées et ne permettent pas d'exclure formellement tout risque malformatif.","https://www.lecrat.fr/20035/"
"1687","TRIMETHYLPHLOROGLUCINOL","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données publiées chez les femmes enceintes exposées à trimethylphloroglucinol sont très nombreuses et aucun effet malformatif n'est retenu à ce jour. En cas d'utilisation jusqu'à l'accouchement, une surveillance néonatale est recommandée en raison d'effets indésirables possibles chez le nouveau-né.","https://www.lecrat.fr/11748/"
"1688","TRIMIPRAMINE","CAUTION","CAUTION","CAUTION","CAUTION","CAUTION","Le trimipramine est classé CAUTION en raison d'un profil de risque nécessitant des précautions spécifiques selon le terme de la grossesse. En cas d'utilisation en fin de grossesse, une surveillance néonatale est recommandée en raison d'effets possibles chez le nouveau-né.","https://www.lecrat.fr/12507/"
"1903","TRINITRINE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1904","TROPICAMIDE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1689","URSODESOXYCHOLIQUE ACIDE","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données disponibles avec ursodesoxycholique acide en cours de grossesse sont très nombreuses, sans signal de risque malformatif significatif retenu à ce jour.","https://www.lecrat.fr/9013/"
"1690","VALACICLOVIR","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données publiées chez les femmes enceintes exposées à valaciclovir sont très nombreuses et aucun effet malformatif n'est retenu à ce jour, y compris pour les expositions au premier trimestre.","https://www.lecrat.fr/8595/"
"1905","VALPROATE DE SODIUM","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1691","VALPROMIDE","UNSAFE","UNSAFE","UNSAFE","UNSAFE","UNSAFE","Valpromide est classé UNSAFE car il est formellement contre-indiqué en cours de grossesse en raison d'effets délétères documentés sur le développement embryo-fœtal. L’acide valproïque en monothérapie entraîne un syndrome polymalformatif dans près de 11% des cas en moyenne. L’acide valproïque passe le placenta : à terme, les concentrations néonatales sont équivalentes ou supérieures aux concentrations maternelles.","https://www.lecrat.fr/12594/"
"1692","VALSARTAN","UNSAFE","SAFE","UNSAFE","UNSAFE","CAUTION","Valsartan est classé UNSAFE car il est formellement contre-indiqué en cours de grossesse en raison d'effets délétères documentés sur le développement embryo-fœtal. Aux stades avancés de la grossesse, le risque de toxicité rénale fœtale est également documenté.","https://www.lecrat.fr/7406/"
"1906","VATERIA INDICA","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1693","VENLAFAXINE","SAFE","SAFE","SAFE","SAFE","CAUTION","Les données publiées chez les femmes enceintes exposées à venlafaxine sont très nombreuses et aucun effet malformatif n'est retenu à ce jour, y compris pour les expositions au premier trimestre. Ces signes traduisent soit une imprégnation du nouveau-né, soit un syndrome de sevrage.","https://www.lecrat.fr/4091/"
"1907","VERAPAMIL CHLORHYDRATE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1694","VIGABATRIN","CAUTION","CAUTION","CAUTION","CAUTION","CAUTION","La classification CAUTION de vigabatrin reflète des données insuffisantes en cours de grossesse pour permettre une évaluation complète du risque, en particulier au-delà du premier trimestre. Les données au premier trimestre sont limitées et ne permettent pas d'exclure formellement tout risque malformatif. En cas d'utilisation en fin de grossesse, une surveillance néonatale est recommandée en raison d'effets possibles chez le nouveau-né.","https://www.lecrat.fr/8176/"
"1908","VILDAGLIPTINE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1909","VITAMINE A","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1910","VITAMINE B1","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1911","VITAMINE C","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1912","VITAMINE D","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1913","VITAMINE E","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1914","XYLENE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1915","YOHIMBINE CHLORHYDRATE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1916","ZINC SULFATE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1917","ZIPRASIDONE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
"1695","ZOFENOPRIL","UNSAFE","SAFE","UNSAFE","UNSAFE","CAUTION","Zofenopril est classé UNSAFE car il est formellement contre-indiqué en cours de grossesse en raison d'effets délétères documentés sur le développement embryo-fœtal. Aux stades avancés de la grossesse, le risque de toxicité rénale fœtale est également documenté.","https://www.lecrat.fr/7360/"
